,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,result,player
0,2023-9900,United Cup,Hard,18,A,20230102,300,126203,3.0,,Taylor Fritz,R,196.0,USA,25.1,126610,5.0,,Matteo Berrettini,R,196.0,ITA,26.7,7-6(4) 7-6(6),3,F,135.0,15.0,2.0,85.0,52.0,45.0,16.0,12.0,0.0,0.0,7.0,2.0,97.0,62.0,47.0,15.0,12.0,9.0,9.0,9.0,3355.0,16.0,2375.0,1,Taylor Fritz
1,2023-9900,United Cup,Hard,18,A,20230102,299,126207,,,Frances Tiafoe,R,188.0,USA,24.9,207518,,,Lorenzo Musetti,R,185.0,ITA,20.8,6-2 0-0 RET,3,F,34.0,3.0,1.0,27.0,19.0,15.0,3.0,4.0,3.0,3.0,0.0,0.0,21.0,12.0,8.0,3.0,4.0,1.0,3.0,19.0,2000.0,23.0,1865.0,1,Frances Tiafoe
2,2023-9900,United Cup,Hard,18,A,20230102,296,126203,3.0,,Taylor Fritz,R,196.0,USA,25.1,128034,2.0,,Hubert Hurkacz,R,196.0,POL,25.8,7-6(5) 7-6(5),3,SF,104.0,11.0,0.0,80.0,50.0,44.0,19.0,12.0,4.0,4.0,17.0,1.0,82.0,62.0,51.0,7.0,12.0,2.0,2.0,9.0,3355.0,10.0,2905.0,1,Taylor Fritz
3,2023-9900,United Cup,Hard,18,A,20230102,295,126207,,,Frances Tiafoe,R,188.0,USA,24.9,200390,,,Kacper Zuk,R,183.0,POL,23.9,6-3 6-3,3,SF,79.0,5.0,4.0,61.0,37.0,31.0,11.0,9.0,5.0,5.0,3.0,3.0,68.0,41.0,26.0,12.0,9.0,6.0,9.0,19.0,2000.0,245.0,220.0,1,Frances Tiafoe
4,2023-9900,United Cup,Hard,18,A,20230102,292,126774,1.0,,Stefanos Tsitsipas,R,193.0,GRE,24.3,126610,5.0,,Matteo Berrettini,R,196.0,ITA,26.7,4-6 7-6(2) 6-4,3,SF,155.0,9.0,1.0,98.0,52.0,43.0,28.0,16.0,1.0,2.0,7.0,2.0,89.0,58.0,48.0,18.0,16.0,1.0,2.0,4.0,5550.0,16.0,2375.0,1,Stefanos Tsitsipas
5,2023-9900,United Cup,Hard,18,A,20230102,291,207518,,,Lorenzo Musetti,R,185.0,ITA,20.8,208852,,,Stefanos Sakellaridis,R,196.0,GRE,18.3,6-1 6-1,3,SF,62.0,2.0,1.0,41.0,25.0,18.0,12.0,7.0,1.0,1.0,2.0,1.0,43.0,26.0,15.0,5.0,7.0,4.0,9.0,23.0,1865.0,803.0,23.0,1,Lorenzo Musetti
6,2023-9900,United Cup,Hard,18,A,20230102,288,126774,1.0,,Stefanos Tsitsipas,R,193.0,GRE,24.3,106432,8.0,,Borna Coric,R,188.0,CRO,26.1,6-0 6-7(4) 7-5,3,RR,151.0,20.0,1.0,94.0,60.0,45.0,20.0,15.0,5.0,6.0,7.0,2.0,88.0,59.0,44.0,10.0,15.0,2.0,7.0,4.0,5550.0,26.0,1685.0,1,Stefanos Tsitsipas
7,2023-9900,United Cup,Hard,18,A,20230102,283,207518,,,Lorenzo Musetti,R,185.0,ITA,20.8,207415,,,Daniel Michalski,R,180.0,POL,22.9,6-1 6-1,3,RR,57.0,8.0,0.0,31.0,18.0,17.0,11.0,7.0,0.0,0.0,1.0,1.0,40.0,28.0,12.0,5.0,7.0,4.0,9.0,23.0,1865.0,260.0,204.0,1,Lorenzo Musetti
8,2023-9900,United Cup,Hard,18,A,20230102,279,126207,,,Frances Tiafoe,R,188.0,USA,24.9,105554,,,Daniel Evans,R,175.0,GBR,32.6,3-6 7-5 6-3,3,RR,132.0,10.0,1.0,87.0,46.0,32.0,24.0,15.0,7.0,10.0,9.0,3.0,82.0,46.0,35.0,17.0,15.0,5.0,9.0,19.0,2000.0,27.0,1585.0,1,Frances Tiafoe
9,2023-9900,United Cup,Hard,18,A,20230102,276,126774,1.0,,Stefanos Tsitsipas,R,193.0,GRE,24.3,105676,12.0,,David Goffin,R,180.0,BEL,32.0,6-3 6-2,3,RR,78.0,12.0,1.0,61.0,39.0,27.0,12.0,9.0,4.0,5.0,2.0,1.0,49.0,33.0,22.0,4.0,8.0,2.0,6.0,4.0,5550.0,53.0,870.0,1,Stefanos Tsitsipas
10,2023-9900,United Cup,Hard,18,A,20230102,272,126774,1.0,,Stefanos Tsitsipas,R,193.0,GRE,24.3,105777,16.0,,Grigor Dimitrov,R,191.0,BUL,31.6,4-6 6-2 7-6(4),3,RR,,12.0,1.0,95.0,72.0,56.0,12.0,15.0,8.0,9.0,11.0,2.0,87.0,55.0,44.0,19.0,15.0,6.0,8.0,4.0,5550.0,28.0,1460.0,1,Stefanos Tsitsipas
11,2023-9900,United Cup,Hard,18,A,20230102,268,105777,16.0,,Grigor Dimitrov,R,191.0,BUL,31.6,105676,12.0,,David Goffin,R,180.0,BEL,32.0,6-4 7-5,3,RR,102.0,10.0,7.0,72.0,48.0,38.0,9.0,11.0,6.0,8.0,2.0,2.0,64.0,33.0,22.0,16.0,11.0,3.0,7.0,28.0,1460.0,53.0,870.0,1,Grigor Dimitrov
12,2023-9900,United Cup,Hard,18,A,20230102,252,126203,3.0,,Taylor Fritz,R,196.0,USA,25.1,100644,10.0,,Alexander Zverev,R,198.0,GER,25.7,6-1 6-4,3,RR,64.0,8.0,4.0,45.0,27.0,26.0,11.0,9.0,1.0,1.0,3.0,5.0,60.0,48.0,31.0,3.0,8.0,3.0,6.0,9.0,3355.0,12.0,2700.0,1,Taylor Fritz
13,2023-9900,United Cup,Hard,18,A,20230102,251,126207,,,Frances Tiafoe,R,188.0,USA,24.9,106214,,,Oscar Otte,R,193.0,GER,29.4,7-5 6-4,3,RR,75.0,9.0,3.0,56.0,30.0,29.0,16.0,11.0,0.0,0.0,10.0,0.0,58.0,30.0,23.0,18.0,11.0,0.0,2.0,19.0,2000.0,76.0,691.0,1,Frances Tiafoe
14,2023-9900,United Cup,Hard,18,A,20230102,248,126203,3.0,,Taylor Fritz,R,196.0,USA,25.1,208103,14.0,,Jiri Lehecka,R,185.0,CZE,21.1,6-3 6-4,3,RR,,5.0,3.0,68.0,41.0,32.0,14.0,10.0,2.0,2.0,4.0,1.0,48.0,31.0,24.0,8.0,9.0,1.0,3.0,9.0,3355.0,81.0,646.0,1,Taylor Fritz
15,2023-9900,United Cup,Hard,18,A,20230102,247,126207,,,Frances Tiafoe,R,188.0,USA,24.9,207830,,,Tomas Machac,R,183.0,CZE,22.2,6-3 2-4 RET,3,RR,80.0,4.0,1.0,55.0,36.0,24.0,10.0,8.0,2.0,4.0,6.0,5.0,59.0,37.0,27.0,6.0,7.0,3.0,5.0,19.0,2000.0,97.0,580.0,1,Frances Tiafoe
16,2023-9900,United Cup,Hard,18,A,20230102,240,200282,7.0,,Alex De Minaur,R,183.0,AUS,23.8,104745,4.0,,Rafael Nadal,L,185.0,ESP,36.5,3-6 6-1 7-5,3,RR,162.0,3.0,6.0,100.0,62.0,39.0,19.0,14.0,8.0,12.0,2.0,4.0,92.0,56.0,34.0,16.0,14.0,7.0,13.0,24.0,1790.0,2.0,6020.0,1,Alex De Minaur
17,2023-9900,United Cup,Hard,18,A,20230102,227,207518,,,Lorenzo Musetti,R,185.0,ITA,20.8,200335,,,Felipe Meligeni Alves,R,185.0,BRA,24.8,6-3 6-4,3,RR,,9.0,1.0,55.0,31.0,22.0,15.0,10.0,1.0,3.0,1.0,2.0,50.0,33.0,19.0,8.0,9.0,0.0,4.0,23.0,1865.0,166.0,343.0,1,Lorenzo Musetti
18,2023-9900,United Cup,Hard,18,A,20230102,223,207518,,,Lorenzo Musetti,R,185.0,ITA,20.8,126340,,,Viktor Durasovic,R,185.0,NOR,25.7,7-6(7) 6-3,3,RR,108.0,7.0,1.0,69.0,42.0,35.0,16.0,11.0,1.0,2.0,6.0,3.0,81.0,45.0,28.0,19.0,10.0,8.0,10.0,23.0,1865.0,343.0,143.0,1,Lorenzo Musetti
19,2023-9900,United Cup,Hard,18,A,20230102,220,134770,18.0,,Casper Ruud,R,183.0,NOR,24.0,106329,11.0,,Thiago Monteiro,L,183.0,BRA,28.5,6-3 6-2,3,RR,71.0,8.0,1.0,49.0,36.0,24.0,8.0,9.0,2.0,4.0,2.0,5.0,41.0,27.0,16.0,3.0,8.0,1.0,6.0,3.0,5820.0,71.0,738.0,1,Casper Ruud
20,2023-2843,Adelaide 1,Hard,32,A,20230102,300,104925,1.0,,Novak Djokovic,R,188.0,SRB,35.6,200624,,,Sebastian Korda,R,196.0,USA,22.4,6-7(8) 7-6(3) 6-4,3,F,189.0,7.0,4.0,99.0,62.0,53.0,25.0,17.0,1.0,2.0,15.0,4.0,129.0,76.0,59.0,27.0,17.0,5.0,7.0,5.0,4820.0,33.0,1175.0,1,Novak Djokovic
21,2023-2843,Adelaide 1,Hard,32,A,20230102,299,104925,1.0,,Novak Djokovic,R,188.0,SRB,35.6,106421,3.0,,Daniil Medvedev,R,198.0,RUS,26.8,6-3 6-4,3,SF,90.0,5.0,3.0,61.0,35.0,31.0,14.0,10.0,3.0,3.0,5.0,2.0,48.0,31.0,23.0,9.0,9.0,1.0,3.0,5.0,4820.0,7.0,4065.0,1,Novak Djokovic
22,2023-2843,Adelaide 1,Hard,32,A,20230102,297,104925,1.0,,Novak Djokovic,R,188.0,SRB,35.6,133430,7.0,,Denis Shapovalov,L,185.0,CAN,23.7,6-3 6-4,3,QF,115.0,4.0,3.0,70.0,40.0,31.0,16.0,10.0,3.0,4.0,6.0,7.0,72.0,38.0,25.0,14.0,9.0,5.0,8.0,5.0,4820.0,18.0,2075.0,1,Novak Djokovic
23,2023-2843,Adelaide 1,Hard,32,A,20230102,296,106421,3.0,,Daniil Medvedev,R,198.0,RUS,26.8,111575,8.0,,Karen Khachanov,R,198.0,RUS,26.6,6-3 6-3,3,QF,77.0,6.0,5.0,51.0,33.0,29.0,7.0,9.0,2.0,3.0,1.0,2.0,60.0,42.0,25.0,6.0,9.0,3.0,7.0,7.0,4065.0,20.0,1990.0,1,Daniil Medvedev
24,2023-2843,Adelaide 1,Hard,32,A,20230102,293,104925,1.0,,Novak Djokovic,R,188.0,SRB,35.6,111460,,,Quentin Halys,R,191.0,FRA,26.1,7-6(3) 7-6(5),3,R16,115.0,10.0,4.0,76.0,50.0,44.0,14.0,12.0,0.0,1.0,11.0,2.0,82.0,48.0,39.0,16.0,12.0,4.0,5.0,5.0,4820.0,64.0,767.0,1,Novak Djokovic
25,2023-2843,Adelaide 1,Hard,32,A,20230102,291,106421,3.0,,Daniil Medvedev,R,198.0,RUS,26.8,200175,,,Miomir Kecmanovic,R,183.0,SRB,23.3,6-0 6-3,3,R16,67.0,7.0,3.0,51.0,38.0,29.0,7.0,8.0,1.0,1.0,0.0,0.0,42.0,31.0,13.0,6.0,7.0,3.0,7.0,7.0,4065.0,29.0,1420.0,1,Daniil Medvedev
26,2023-2843,Adelaide 1,Hard,32,A,20230102,289,206173,6.0,,Jannik Sinner,R,191.0,ITA,21.3,106423,,WC,Thanasi Kokkinakis,R,193.0,AUS,26.7,7-6(2) 6-4,3,R16,122.0,5.0,2.0,78.0,58.0,40.0,12.0,11.0,6.0,7.0,9.0,3.0,72.0,45.0,33.0,13.0,11.0,1.0,3.0,15.0,2410.0,93.0,592.0,1,Jannik Sinner
27,2023-2843,Adelaide 1,Hard,32,A,20230102,285,104925,1.0,,Novak Djokovic,R,188.0,SRB,35.6,106005,,,Constant Lestienne,R,180.0,FRA,30.6,6-3 6-2,3,R32,74.0,4.0,2.0,47.0,29.0,25.0,13.0,9.0,1.0,1.0,3.0,1.0,56.0,39.0,22.0,10.0,8.0,5.0,8.0,5.0,4820.0,65.0,760.0,1,Novak Djokovic
28,2023-2843,Adelaide 1,Hard,32,A,20230102,281,106421,3.0,,Daniil Medvedev,R,198.0,RUS,26.8,132283,,,Lorenzo Sonego,R,191.0,ITA,27.6,7-6(6) 2-1 RET,3,R32,102.0,5.0,2.0,70.0,45.0,30.0,15.0,8.0,9.0,10.0,1.0,1.0,57.0,32.0,25.0,11.0,7.0,3.0,4.0,7.0,4065.0,45.0,950.0,1,Daniil Medvedev
29,2023-2843,Adelaide 1,Hard,32,A,20230102,279,207733,,,Jack Draper,L,193.0,GBR,21.0,126952,,Q,Soon Woo Kwon,R,180.0,KOR,25.0,6-2 6-1,3,R32,68.0,8.0,2.0,35.0,18.0,16.0,13.0,7.0,3.0,3.0,2.0,3.0,52.0,24.0,12.0,10.0,8.0,7.0,12.0,42.0,990.0,83.0,630.0,1,Jack Draper
30,2023-2843,Adelaide 1,Hard,32,A,20230102,277,206173,6.0,,Jannik Sinner,R,191.0,ITA,21.3,106378,,PR,Kyle Edmund,R,188.0,GBR,27.9,6-3 6-2,3,R32,65.0,5.0,1.0,41.0,25.0,23.0,13.0,9.0,0.0,0.0,1.0,2.0,48.0,21.0,15.0,11.0,8.0,1.0,4.0,15.0,2410.0,582.0,52.0,1,Jannik Sinner
31,2023-0301,Auckland,Hard,32,A,20230109,277,210097,,WC,Ben Shelton,L,193.0,USA,20.2,202104,7.0,,Sebastian Baez,R,170.0,ARG,22.0,7-6(1) 6-1,3,R32,82.0,9.0,1.0,51.0,34.0,28.0,12.0,9.0,2.0,2.0,2.0,3.0,67.0,49.0,26.0,11.0,10.0,7.0,10.0,92.0,584.0,41.0,987.0,1,Ben Shelton
32,2023-8998,Adelaide 2,Hard,32,A,20230109,295,207733,,,Jack Draper,L,193.0,GBR,21.0,111575,3.0,,Karen Khachanov,R,198.0,RUS,26.6,6-4 7-6(3),3,QF,105.0,10.0,3.0,68.0,44.0,35.0,13.0,11.0,1.0,2.0,8.0,3.0,75.0,48.0,36.0,11.0,11.0,4.0,6.0,40.0,1010.0,20.0,1885.0,1,Jack Draper
33,2023-8998,Adelaide 2,Hard,32,A,20230109,289,207733,,,Jack Draper,L,193.0,GBR,21.0,126205,8.0,,Tommy Paul,R,185.0,USA,25.6,6-4 6-4,3,R16,91.0,10.0,1.0,57.0,33.0,29.0,13.0,10.0,3.0,4.0,5.0,1.0,58.0,34.0,23.0,12.0,10.0,2.0,5.0,40.0,1010.0,35.0,1185.0,1,Jack Draper
34,2023-8998,Adelaide 2,Hard,32,A,20230109,277,126205,8.0,,Tommy Paul,R,185.0,USA,25.6,106331,,LL,Christopher Oconnell,R,183.0,AUS,28.6,6-4 7-5,3,R32,88.0,6.0,0.0,57.0,39.0,32.0,14.0,11.0,1.0,1.0,7.0,1.0,66.0,41.0,32.0,10.0,11.0,3.0,5.0,35.0,1185.0,79.0,652.0,1,Tommy Paul
35,2023-8998,Adelaide 2,Hard,32,A,20230109,276,207733,,,Jack Draper,L,193.0,GBR,21.0,132283,,,Lorenzo Sonego,R,191.0,ITA,27.6,6-4 6-2,3,R32,82.0,2.0,1.0,44.0,27.0,21.0,12.0,9.0,3.0,4.0,2.0,1.0,50.0,26.0,14.0,11.0,9.0,4.0,8.0,40.0,1010.0,44.0,950.0,1,Jack Draper
36,2023-580,Australian Open,Hard,128,G,20230116,107,126207,16.0,,Frances Tiafoe,R,188.0,USA,24.9,127157,,,Daniel Altmaier,R,188.0,GER,24.3,6-3 6-3 6-7(5) 7-6(6),5,R128,199.0,24.0,3.0,129.0,81.0,68.0,31.0,21.0,7.0,8.0,17.0,2.0,154.0,93.0,65.0,33.0,21.0,12.0,16.0,17.0,2260.0,92.0,584.0,1,Frances Tiafoe
37,2023-580,Australian Open,Hard,128,G,20230116,115,106421,7.0,,Daniil Medvedev,R,198.0,RUS,26.9,106218,,,Marcos Giron,R,180.0,USA,29.4,6-0 6-1 6-2,5,R128,96.0,9.0,4.0,73.0,51.0,40.0,13.0,11.0,6.0,6.0,1.0,0.0,69.0,46.0,21.0,10.0,10.0,6.0,13.0,8.0,3860.0,56.0,841.0,1,Daniil Medvedev
38,2023-580,Australian Open,Hard,128,G,20230116,116,126774,3.0,,Stefanos Tsitsipas,R,193.0,GRE,24.4,111460,,,Quentin Halys,R,191.0,FRA,26.2,6-3 6-4 7-6(6),5,R128,120.0,17.0,6.0,95.0,61.0,51.0,17.0,16.0,7.0,9.0,9.0,6.0,90.0,57.0,46.0,10.0,15.0,3.0,7.0,4.0,5715.0,61.0,800.0,1,Stefanos Tsitsipas
39,2023-580,Australian Open,Hard,128,G,20230116,123,206173,15.0,,Jannik Sinner,R,191.0,ITA,21.4,106378,,,Kyle Edmund,R,188.0,GBR,28.0,6-4 6-0 6-2,5,R128,116.0,6.0,2.0,82.0,54.0,44.0,12.0,12.0,5.0,6.0,2.0,2.0,81.0,45.0,24.0,13.0,12.0,3.0,10.0,16.0,2375.0,581.0,52.0,1,Jannik Sinner
40,2023-580,Australian Open,Hard,128,G,20230116,131,200000,6.0,,Felix Auger Aliassime,R,193.0,CAN,22.4,105577,,,Vasek Pospisil,R,193.0,CAN,32.5,1-6 7-6(4) 7-6(3) 6-3,5,R128,238.0,13.0,7.0,130.0,78.0,59.0,26.0,20.0,1.0,5.0,14.0,7.0,147.0,95.0,66.0,26.0,20.0,9.0,12.0,7.0,3895.0,99.0,560.0,1,Felix Auger Aliassime
41,2023-580,Australian Open,Hard,128,G,20230116,132,126094,5.0,,Andrey Rublev,R,188.0,RUS,25.2,106233,,WC,Dominic Thiem,R,185.0,AUT,29.3,6-3 6-4 6-2,5,R128,130.0,7.0,3.0,88.0,59.0,48.0,13.0,14.0,2.0,2.0,4.0,0.0,88.0,52.0,30.0,21.0,13.0,12.0,16.0,6.0,3930.0,98.0,561.0,1,Andrey Rublev
42,2023-580,Australian Open,Hard,128,G,20230116,137,200005,,,Ugo Humbert,L,188.0,FRA,24.5,104755,,,Richard Gasquet,R,183.0,FRA,36.5,6-3 6-4 6-3,5,R128,118.0,12.0,3.0,84.0,53.0,42.0,17.0,14.0,3.0,4.0,2.0,1.0,80.0,48.0,29.0,15.0,14.0,8.0,13.0,106.0,523.0,42.0,990.0,1,Ugo Humbert
43,2023-580,Australian Open,Hard,128,G,20230116,139,208029,9.0,,Holger Rune,R,188.0,DEN,19.7,105936,,,Filip Krajinovic,R,185.0,SRB,30.8,6-2 6-3 6-4,5,R128,123.0,11.0,4.0,83.0,56.0,40.0,14.0,14.0,6.0,8.0,4.0,3.0,94.0,62.0,40.0,10.0,13.0,6.0,13.0,10.0,2876.0,54.0,845.0,1,Holger Rune
44,2023-580,Australian Open,Hard,128,G,20230116,143,200282,22.0,,Alex De Minaur,R,183.0,AUS,23.9,200318,,Q,Yu Hsiou Hsu,R,178.0,TPE,23.7,6-2 6-2 6-3,5,R128,121.0,8.0,1.0,63.0,35.0,30.0,20.0,13.0,1.0,1.0,3.0,2.0,102.0,74.0,43.0,10.0,12.0,8.0,14.0,24.0,1710.0,209.0,265.0,1,Alex De Minaur
45,2023-580,Australian Open,Hard,128,G,20230116,144,105777,27.0,,Grigor Dimitrov,R,191.0,BUL,31.6,106234,,,Aslan Karatsev,R,185.0,RUS,29.3,7-6(3) 7-5 6-2,5,R128,139.0,15.0,4.0,86.0,57.0,49.0,20.0,16.0,1.0,1.0,9.0,11.0,114.0,66.0,50.0,18.0,16.0,8.0,11.0,28.0,1395.0,82.0,635.0,1,Grigor Dimitrov
46,2023-580,Australian Open,Hard,128,G,20230116,147,104925,4.0,,Novak Djokovic,R,188.0,SRB,35.6,106148,,,Roberto Carballes Baena,R,183.0,ESP,29.8,6-3 6-4 6-0,5,R128,122.0,9.0,1.0,70.0,45.0,39.0,16.0,13.0,3.0,3.0,4.0,1.0,78.0,39.0,26.0,14.0,12.0,4.0,9.0,5.0,5070.0,75.0,695.0,1,Novak Djokovic
47,2023-580,Australian Open,Hard,128,G,20230116,148,126203,8.0,,Taylor Fritz,R,196.0,USA,25.2,105932,,,Nikoloz Basilashvili,R,185.0,GEO,30.8,6-4 6-2 4-6 7-5,5,R128,144.0,32.0,2.0,101.0,67.0,56.0,20.0,20.0,2.0,4.0,9.0,11.0,125.0,68.0,50.0,26.0,20.0,3.0,8.0,9.0,3545.0,90.0,595.0,1,Taylor Fritz
48,2023-580,Australian Open,Hard,128,G,20230116,150,210097,,,Ben Shelton,L,193.0,USA,20.2,111190,,,Zhizhen Zhang,R,193.0,CHN,26.2,4-6 6-3 6-2 2-6 7-6(4),5,R128,211.0,18.0,8.0,143.0,81.0,66.0,36.0,24.0,5.0,8.0,12.0,2.0,149.0,94.0,72.0,26.0,23.0,3.0,6.0,89.0,604.0,96.0,567.0,1,Ben Shelton
49,2023-580,Australian Open,Hard,128,G,20230116,155,100644,12.0,,Alexander Zverev,R,198.0,GER,25.7,122669,,LL,Juan Pablo Varillas,R,185.0,PER,27.2,4-6 6-1 5-7 7-6(3) 6-4,5,R128,246.0,21.0,5.0,145.0,107.0,89.0,16.0,26.0,3.0,7.0,15.0,0.0,178.0,109.0,76.0,34.0,25.0,13.0,18.0,13.0,2560.0,103.0,546.0,1,Alexander Zverev
50,2023-580,Australian Open,Hard,128,G,20230116,161,126205,,,Tommy Paul,R,185.0,USA,25.6,105526,,Q,Jan Lennard Struff,R,193.0,GER,32.7,6-1 7-6(6) 6-2,5,R128,103.0,20.0,1.0,79.0,54.0,45.0,15.0,14.0,2.0,3.0,8.0,6.0,79.0,43.0,30.0,13.0,13.0,5.0,10.0,35.0,1160.0,167.0,351.0,1,Tommy Paul
51,2023-580,Australian Open,Hard,128,G,20230116,163,134770,2.0,,Casper Ruud,R,183.0,NOR,24.0,207830,,,Tomas Machac,R,183.0,CZE,22.2,6-3 7-6(6) 6-7(5) 6-3,5,R128,195.0,11.0,3.0,133.0,87.0,60.0,33.0,21.0,3.0,4.0,10.0,1.0,152.0,97.0,72.0,21.0,21.0,9.0,13.0,3.0,5720.0,110.0,512.0,1,Casper Ruud
52,2023-580,Australian Open,Hard,128,G,20230116,167,126207,16.0,,Frances Tiafoe,R,188.0,USA,24.9,209992,,Q,Juncheng Shang,L,180.0,CHN,17.9,6-4 6-4 6-1,5,R64,118.0,20.0,1.0,78.0,50.0,39.0,18.0,14.0,4.0,4.0,1.0,3.0,97.0,62.0,35.0,18.0,13.0,11.0,16.0,17.0,2260.0,194.0,289.0,1,Frances Tiafoe
53,2023-580,Australian Open,Hard,128,G,20230116,171,106421,7.0,,Daniil Medvedev,R,198.0,RUS,26.9,105357,,WC,John Millman,R,183.0,AUS,33.5,7-5 6-2 6-2,5,R64,139.0,10.0,3.0,98.0,67.0,50.0,10.0,14.0,4.0,7.0,0.0,1.0,81.0,53.0,28.0,10.0,14.0,5.0,13.0,8.0,3860.0,140.0,410.0,1,Daniil Medvedev
54,2023-580,Australian Open,Hard,128,G,20230116,172,126774,3.0,,Stefanos Tsitsipas,R,193.0,GRE,24.4,208014,,WC,Rinky Hijikata,R,178.0,AUS,21.8,6-3 6-0 6-2,5,R64,92.0,6.0,1.0,71.0,47.0,37.0,16.0,12.0,5.0,5.0,3.0,0.0,56.0,34.0,17.0,10.0,11.0,3.0,9.0,4.0,5715.0,169.0,344.0,1,Stefanos Tsitsipas
55,2023-580,Australian Open,Hard,128,G,20230116,175,206173,15.0,,Jannik Sinner,R,191.0,ITA,21.4,144869,,,Tomas Martin Etcheverry,R,196.0,ARG,23.4,6-3 6-2 6-2,5,R64,104.0,6.0,3.0,68.0,42.0,37.0,16.0,13.0,0.0,0.0,6.0,1.0,65.0,40.0,24.0,11.0,12.0,0.0,5.0,16.0,2375.0,79.0,649.0,1,Jannik Sinner
56,2023-580,Australian Open,Hard,128,G,20230116,179,200000,6.0,,Felix Auger Aliassime,R,193.0,CAN,22.4,144684,,,Alex Molcan,L,178.0,SVK,25.1,3-6 3-6 6-3 6-2 6-2,5,R64,182.0,23.0,5.0,110.0,70.0,61.0,21.0,22.0,2.0,5.0,4.0,5.0,121.0,74.0,56.0,21.0,21.0,6.0,11.0,7.0,3895.0,53.0,850.0,1,Felix Auger Aliassime
57,2023-580,Australian Open,Hard,128,G,20230116,180,126094,5.0,,Andrey Rublev,R,188.0,RUS,25.2,200325,,,Emil Ruusuvuori,R,188.0,FIN,23.7,6-2 6-4 6-7(2) 6-3,5,R64,162.0,16.0,3.0,138.0,94.0,72.0,21.0,20.0,8.0,9.0,9.0,2.0,122.0,79.0,55.0,21.0,19.0,9.0,14.0,6.0,3930.0,46.0,941.0,1,Andrey Rublev
58,2023-580,Australian Open,Hard,128,G,20230116,182,200005,,,Ugo Humbert,L,188.0,FRA,24.5,106045,,LL,Denis Kudla,R,180.0,USA,30.4,6-2 6-7(5) 6-2 6-4,5,R64,174.0,18.0,2.0,123.0,82.0,62.0,21.0,19.0,6.0,7.0,5.0,5.0,121.0,73.0,47.0,22.0,19.0,7.0,13.0,106.0,523.0,108.0,522.0,1,Ugo Humbert
59,2023-580,Australian Open,Hard,128,G,20230116,183,208029,9.0,,Holger Rune,R,188.0,DEN,19.7,202195,,,Maxime Cressy,R,201.0,USA,25.6,7-5 6-4 6-4,5,R64,127.0,10.0,5.0,92.0,61.0,52.0,15.0,16.0,1.0,2.0,10.0,14.0,84.0,47.0,37.0,17.0,16.0,3.0,7.0,10.0,2876.0,41.0,992.0,1,Holger Rune
60,2023-580,Australian Open,Hard,128,G,20230116,185,200282,22.0,,Alex De Minaur,R,183.0,AUS,23.9,105173,,,Adrian Mannarino,L,180.0,FRA,34.5,7-6(3) 4-6 6-4 6-1,5,R64,208.0,3.0,5.0,122.0,68.0,49.0,30.0,20.0,2.0,6.0,2.0,3.0,123.0,83.0,51.0,19.0,19.0,3.0,9.0,24.0,1710.0,45.0,971.0,1,Alex De Minaur
61,2023-580,Australian Open,Hard,128,G,20230116,186,105777,27.0,,Grigor Dimitrov,R,191.0,BUL,31.6,111513,,,Laslo Djere,R,188.0,SRB,27.6,6-3 6-2 6-0,5,R64,94.0,9.0,2.0,62.0,37.0,32.0,16.0,12.0,0.0,0.0,4.0,7.0,73.0,35.0,22.0,13.0,11.0,6.0,12.0,28.0,1395.0,68.0,758.0,1,Grigor Dimitrov
62,2023-580,Australian Open,Hard,128,G,20230116,187,104925,4.0,,Novak Djokovic,R,188.0,SRB,35.6,111505,,Q,Enzo Couacaud,R,183.0,FRA,27.8,6-1 6-7(5) 6-2 6-0,5,R64,184.0,9.0,6.0,106.0,64.0,54.0,24.0,17.0,1.0,1.0,7.0,2.0,140.0,92.0,53.0,20.0,16.0,14.0,21.0,5.0,5070.0,191.0,302.0,1,Novak Djokovic
63,2023-580,Australian Open,Hard,128,G,20230116,189,210097,,,Ben Shelton,L,193.0,USA,20.2,111797,,Q,Nicolas Jarry,R,201.0,CHI,27.2,7-6(3) 7-6(3) 7-5,5,R64,158.0,8.0,6.0,104.0,60.0,49.0,31.0,18.0,0.0,1.0,10.0,3.0,107.0,72.0,57.0,20.0,18.0,5.0,7.0,89.0,604.0,154.0,370.0,1,Ben Shelton
64,2023-580,Australian Open,Hard,128,G,20230116,194,126205,,,Tommy Paul,R,185.0,USA,25.6,200221,30.0,,Alejandro Davidovich Fokina,R,183.0,ESP,23.6,6-2 2-6 6-7(4) 6-3 6-4,5,R64,230.0,18.0,2.0,158.0,109.0,79.0,21.0,24.0,5.0,10.0,6.0,3.0,170.0,116.0,74.0,25.0,23.0,7.0,14.0,35.0,1160.0,32.0,1325.0,1,Tommy Paul
